replyID,replyDate,reply_object,replyInfoHead,typeNameD,stateInfo,single_url
17038661,2022-12-28 06:35,河北省邢台市南宫市委书记,农村取暖断气问题,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=17038661&from=search
17038541,2022-12-28 06:19,河北省邯郸市永年区委书记,永年天然气为什么天天停。,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=17038541&from=search
17038267,2022-12-28 05:32,河北省委书记倪岳峰,邯郸市永年区天然气没气,建言,已办理,http://liuyan.people.com.cn/threads/content?tid=17038267&from=search
17035342,2022-12-27 22:56,河北省委书记倪岳峰,廊坊市文安县住建局,,投诉/求助 办理中,http://liuyan.people.com.cn/threads/content?tid=17035342&from=search
17031829,2022-12-27 08:59,河北省委书记倪岳峰,保定市顺平县到了冬季天天晚上停气,建言,已办理,http://liuyan.people.com.cn/threads/content?tid=17031829&from=search
17031189,2022-12-27 07:36,河北省委书记倪岳峰,邯郸市邯山区南堡乡沙口村高铁桥西停电频繁,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=17031189&from=search
17031052,2022-12-27 07:20,河北省邯郸市市长樊成华,煤改气,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=17031052&from=search
17030699,2022-12-27 06:42,河北省沧州市委书记康彦民,断气供暖,投诉/求助,办理中,http://liuyan.people.com.cn/threads/content?tid=17030699&from=search
17029600,2022-12-27 04:05,河北省省长王正谱,奥德燃气不供天然气,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=17029600&from=search
17027699,2022-12-27 00:14,河北省委书记倪岳峰,冬天经常停气断电，无法保障正常取暖,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=17027699&from=search
17027501,2022-12-26 23:42,河北省委书记倪岳峰,农村今冬如何过,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=17027501&from=search
17027174,2022-12-26 22:59,河北省邢台市委书记,天然气每天停气，百姓不能生存,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=17027174&from=search
17027048,2022-12-26 22:44,河北省沧州市委书记康彦民,冬季燃气供暖不足，老人家里挨冻,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=17027048&from=search
17026736,2022-12-26 22:11,河北省委书记倪岳峰,天然气每天故意停气,投诉/求助,办理中,http://liuyan.people.com.cn/threads/content?tid=17026736&from=search
17026634,2022-12-26 22:01,河北省委书记倪岳峰,再不供气,冬天就过完了,投诉/求助 办理中,http://liuyan.people.com.cn/threads/content?tid=17026634&from=search
17026624,2022-12-26 22:00,河北省保定市市长闫继红,徐水区普辰天然气公司半夜停气,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=17026624&from=search
17026287,2022-12-26 21:27,河北省邢台市隆尧县委书记,天然气问题,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=17026287&from=search
17025533,2022-12-26 20:06,河北省廊坊市大城县委书记,中燃断气,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=17025533&from=search
17025394,2022-12-26 19:49,河北省邯郸市曲周县委书记,农民燃气取暖问题,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=17025394&from=search
17025122,2022-12-26 18:59,河北省石家庄市委书记张超超,元氏县中燃供气公司，不给老百姓供气,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=17025122&from=search
17024272,2022-12-26 10:03,河北省委书记倪岳峰,谁能帮帮邱县用中燃的用户,投诉/求助,办理中,http://liuyan.people.com.cn/threads/content?tid=17024272&from=search
17024131,2022-12-26 09:38,河北省省长王正谱,中燃公司频繁停气，老百姓生活难,投诉/求助,办理中,http://liuyan.people.com.cn/threads/content?tid=17024131&from=search
17023605,2022-12-26 08:24,河北省沧州市献县县委书记,天然气供应问题,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=17023605&from=search
17022918,2022-12-26 07:16,河北省保定市委书记党晓龙,农村燃气停气,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=17022918&from=search
17022626,2022-12-26 06:47,河北省邯郸市邱县县委书记,邱县香城固镇各村每天都停天然气,投诉/求助,办理中,http://liuyan.people.com.cn/threads/content?tid=17022626&from=search
17021838,2022-12-26 05:10,河北省委书记倪岳峰,元氏县中燃能源发展有限公司，每天给老百姓断气,投诉/求助,办理中,http://liuyan.people.com.cn/threads/content?tid=17021838&from=search
17018004,2022-12-25 22:19,河北省邯郸市经济技术开发区党工委书记,经开区申刘庄村天然气后半夜无故停气,投诉/求助,待回复,http://liuyan.people.com.cn/threads/content?tid=17018004&from=search
17016777,2022-12-25 20:40,河北省沧州市委书记康彦民,农村煤改气,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=17016777&from=search
17016776,2022-12-25 20:40,河北省保定市委书记党晓龙,徐水停燃气,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=17016776&from=search
17015711,2022-12-25 17:20,河北省委书记倪岳峰,家里刚生孩子，每天晚上停气,投诉/求助,办理中,http://liuyan.people.com.cn/threads/content?tid=17015711&from=search
17014969,2022-12-25 09:29,河北省邯郸市市长樊成华,曲周县燃气公司每天停气,投诉/求助,待回复,http://liuyan.people.com.cn/threads/content?tid=17014969&from=search
17013777,2022-12-25 06:45,河北省委书记倪岳峰,人民取暖,投诉/求助,办理中,http://liuyan.people.com.cn/threads/content?tid=17013777&from=search
17012027,2022-12-25 01:43,河北省邯郸市委书记张维亮,煤改气老是停气,投诉/求助,待回复,http://liuyan.people.com.cn/threads/content?tid=17012027&from=search
17011689,2022-12-25 00:54,河北省委书记倪岳峰,沧州献县商林乡南宗村取暖问题,投诉/求助,办理中,http://liuyan.people.com.cn/threads/content?tid=17011689&from=search
17011335,2022-12-24 23:50,河北省邯郸市曲周县委书记,中燃气在这个取暖的季节天天停气,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=17011335&from=search
17010126,2022-12-24 21:19,河北省委书记倪岳峰,邯郸冀南新区中燃停供天然气无法取暖,投诉/求助,办理中,http://liuyan.people.com.cn/threads/content?tid=17010126&from=search
17008628,2022-12-24 11:08,河北省保定市徐水区委书记,为什么到晚上就停气,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=17008628&from=search
17007497,2022-12-24 07:48,河北省委书记倪岳峰,尊敬的领导你好,投诉/求助,办理中,http://liuyan.people.com.cn/threads/content?tid=17007497&from=search
17007224,2022-12-24 07:18,河北省委书记倪岳峰,农村天然气整天不供气,投诉/求助,办理中,http://liuyan.people.com.cn/threads/content?tid=17007224&from=search
17006350,2022-12-24 05:30,河北省沧州市沧县县委书记,沧县奥德燃气故意停气，百姓挨冻,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=17006350&from=search
17006181,2022-12-24 05:01,河北省沧州市沧县县委书记,沧县黄递铺乡刘吉村天然气停气,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=17006181&from=search
17006061,2022-12-24 04:42,河北省邯郸市曲周县委书记,曲周中燃限购、晚上停气,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=17006061&from=search
17005517,2022-12-24 03:36,河北省雄安新区雄县县委书记,事关朱各庄乡新盖房村燃气取暖问题,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=17005517&from=search
17005208,2022-12-24 03:01,河北省省长王正谱,没有任何通知停天然气，五天了不能正常做饭,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=17005208&from=search
17002944,2022-12-23 22:39,河北省邢台市宁晋县委书记,北河庄一村天然气问题,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=17002944&from=search
17000788,2022-12-23 18:28,河北省沧州市委书记康彦民,燃气公司人为断气,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=17000788&from=search
17000612,2022-12-23 17:30,河北省保定市委书记党晓龙,关于农村天然气停气的问题,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=17000612&from=search
16999717,2022-12-23 09:38,河北省雄安新区党工委书记张国华,雄县大营镇中国燃气,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16999717&from=search
16999579,2022-12-23 09:22,河北省雄安新区雄县县委书记,中国燃气停气,建言,已办理,http://liuyan.people.com.cn/threads/content?tid=16999579&from=search
16998223,2022-12-23 07:25,河北省邯郸市市长樊成华,燃气晚上停气,建言,待回复,http://liuyan.people.com.cn/threads/content?tid=16998223&from=search
16997419,2022-12-23 06:30,河北省委书记倪岳峰,新奥燃气未提前告知要强制停供天然气,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16997419&from=search
16996258,2022-12-23 04:52,河北省沧州市委书记康彦民,有关农村地区天然气问题一改,投诉/求助,办理中,http://liuyan.people.com.cn/threads/content?tid=16996258&from=search
16989309,2022-12-22 21:37,河北省沧州市委书记康彦民,中燃无故多次停燃气造成村民冬日无法取暖,投诉/求助,办理中,http://liuyan.people.com.cn/threads/content?tid=16989309&from=search
16983169,2022-12-22 09:09,河北省邯郸市委书记张维亮,燃气停气无法供暖做饭,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16983169&from=search
16979643,2022-12-22 06:55,河北省委书记倪岳峰,河北省邯郸市馆陶县路桥乡农村无故停气,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16979643&from=search
16965967,2022-12-21 19:38,河北省邯郸市大名县委书记,投诉大名中燃公司,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16965967&from=search
16965846,2022-12-21 19:13,河北省保定市委书记党晓龙,安国市中燃燃气,总是停气,投诉/求助 已办理,http://liuyan.people.com.cn/threads/content?tid=16965846&from=search
16965797,2022-12-21 19:01,河北省沧州市南皮县委书记,王寺村燃气取暖困难,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16965797&from=search
16965759,2022-12-21 18:52,河北省委书记倪岳峰,村里天天停气，百姓苦不堪言,投诉/求助,办理中,http://liuyan.people.com.cn/threads/content?tid=16965759&from=search
16965313,2022-12-21 12:04,河北省石家庄市委书记张超超,行唐县龙州镇顺城街村天然气取暖每天晚上停气,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16965313&from=search
16965160,2022-12-21 10:22,河北省邯郸市大名县委书记,天然气,限购, 停气 投诉/求助 已办理,http://liuyan.people.com.cn/threads/content?tid=16965160&from=search
16965020,2022-12-21 09:34,河北省保定市安国市委书记,村里煤改气取暖，总是停气，影响供暖,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16965020&from=search
16963795,2022-12-21 06:23,河北省保定市委书记党晓龙,定兴县新奥燃气半夜停暖,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16963795&from=search
16959976,2022-12-20 21:21,河北省委书记倪岳峰,农村燃气断供，做饭取暖成问题,投诉/求助,办理中,http://liuyan.people.com.cn/threads/content?tid=16959976&from=search
16959818,2022-12-20 21:01,河北省邯郸市委书记张维亮,农村燃气经常在饭点停气，影响老百姓正常生活,投诉/求助,办理中,http://liuyan.people.com.cn/threads/content?tid=16959818&from=search
16959464,2022-12-20 20:13,河北省沧州市献县县委书记,农村天然气停气频繁,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16959464&from=search
16959260,2022-12-20 19:35,河北省委书记倪岳峰,中燃天然气何时能保证正常供气,投诉/求助,办理中,http://liuyan.people.com.cn/threads/content?tid=16959260&from=search
16959244,2022-12-20 19:29,河北省石家庄市行唐县委书记,天然气取暖炉每天晚上停气,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16959244&from=search
16959125,2022-12-20 19:04,河北省委书记倪岳峰,关于中燃公司限气停气问题,投诉/求助,办理中,http://liuyan.people.com.cn/threads/content?tid=16959125&from=search
16958333,2022-12-20 09:41,河北省邯郸市委书记张维亮,广平中燃寒冬供气问题,投诉/求助,办理中,http://liuyan.people.com.cn/threads/content?tid=16958333&from=search
16957969,2022-12-20 08:34,河北省委书记倪岳峰,冬季过半，老百姓供暖还没保障,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16957969&from=search
16957877,2022-12-20 08:17,河北省邯郸市市长樊成华,投诉中燃燃气,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16957877&from=search
16957051,2022-12-20 06:06,河北省邯郸市大名县委书记,中燃无缘无故老是停气,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16957051&from=search
16956800,2022-12-20 05:28,河北省衡水市委书记吴晓华,天然气经常停气,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16956800&from=search
16956163,2022-12-20 03:50,河北省委书记倪岳峰,农村天然气供应不足,投诉/求助,办理中,http://liuyan.people.com.cn/threads/content?tid=16956163&from=search
16956010,2022-12-20 03:29,河北省省长王正谱,献县中燃公司停止供气,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16956010&from=search
16955055,2022-12-20 01:28,河北省石家庄市元氏县委书记,农村煤改气后，频繁停气，无法正常取暖,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16955055&from=search
16954587,2022-12-20 00:12,河北省委书记倪岳峰,农村农民取暖问题,投诉/求助,办理中,http://liuyan.people.com.cn/threads/content?tid=16954587&from=search
16954520,2022-12-20 00:02,河北省邯郸市冀南新区党工委书记,天燃气随意停气,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16954520&from=search
16953195,2022-12-19 21:12,河北省省长王正谱,燃气取暖，总停气,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16953195&from=search
16953165,2022-12-19 21:08,河北省保定市市长闫继红,寒冷的冬天，燃气公司天天停气,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16953165&from=search
16952907,2022-12-19 20:38,河北省邯郸市曲周县委书记,关可民生问题,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16952907&from=search
16952642,2022-12-19 20:01,河北省保定市唐县县委书记,关于天然气夜晚停气的问题,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16952642&from=search
16952487,2022-12-19 19:34,河北省邯郸市馆陶县委书记,魏增寨镇天然气,投诉/求助,待回复,http://liuyan.people.com.cn/threads/content?tid=16952487&from=search
16952392,2022-12-19 19:16,河北省省长王正谱,燃气公司不送气,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16952392&from=search
16952272,2022-12-19 18:44,河北省邯郸市大名县委书记,领导们西付集这边的天然气什么时候能正常了呢,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16952272&from=search
16951477,2022-12-19 09:30,河北省邯郸市曲周县委书记,老百姓取暖跟正常生活,建言,已办理,http://liuyan.people.com.cn/threads/content?tid=16951477&from=search
16950377,2022-12-19 06:41,河北省保定市委书记党晓龙,北河沿156号院天燃气限量供应居民苦不堪言,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16950377&from=search
16950028,2022-12-19 05:48,河北省委书记倪岳峰,天然气天天停不能取暖投诉无门,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16950028&from=search
16949113,2022-12-19 03:39,河北省省长王正谱,农村取暖问题,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16949113&from=search
16948853,2022-12-19 03:03,河北省邯郸市委书记张维亮,这么冷的天天然气却一直在停,投诉/求助,办理中,http://liuyan.people.com.cn/threads/content?tid=16948853&from=search
16948765,2022-12-19 02:51,河北省保定市委书记党晓龙,保定市莲池区156号院天然气问题,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16948765&from=search
16947048,2022-12-18 22:18,河北省委书记倪岳峰,河北省衡水市饶阳县燃气问题,投诉/求助,办理中,http://liuyan.people.com.cn/threads/content?tid=16947048&from=search
16946679,2022-12-18 21:35,河北省邯郸市委书记张维亮,冬季无法做饭取暖,投诉/求助,办理中,http://liuyan.people.com.cn/threads/content?tid=16946679&from=search
16945914,2022-12-18 19:51,河北省沧州市泊头市委书记,泊头市博通燃气停气问题,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16945914&from=search
16945859,2022-12-18 19:38,河北省委书记倪岳峰,取暖困难,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16945859&from=search
16945533,2022-12-18 18:02,河北省邯郸市邱县县委书记,邱县新马头镇第四营村停气问题,咨询,办理中,http://liuyan.people.com.cn/threads/content?tid=16945533&from=search
16945529,2022-12-18 18:02,河北省邯郸市大名县委书记,中燃天然气何时能保证正常供气,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16945529&from=search
16945323,2022-12-18 14:11,河北省委书记倪岳峰,取暖问题,投诉/求助,办理中,http://liuyan.people.com.cn/threads/content?tid=16945323&from=search
16944471,2022-12-18 08:05,河北省委书记倪岳峰,邱县中燃能源发展有限公司无故经常停天然气,投诉/求助,办理中,http://liuyan.people.com.cn/threads/content?tid=16944471&from=search
16944273,2022-12-18 07:33,河北省邯郸市委书记张维亮,邱县燃气每天晚上停气，孩子都冻感冒了,投诉/求助,办理中,http://liuyan.people.com.cn/threads/content?tid=16944273&from=search
16942668,2022-12-18 02:21,河北省委书记倪岳峰,老百姓怎么过冬,投诉/求助,办理中,http://liuyan.people.com.cn/threads/content?tid=16942668&from=search
16941968,2022-12-18 00:06,河北省沧州市委书记康彦民,燃气供应不上，百姓挨冻,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16941968&from=search
16941297,2022-12-17 21:58,河北省邯郸市市长樊成华,肥乡区东河头堡小区燃气问题没有解决,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16941297&from=search
16941256,2022-12-17 21:52,河北省委书记倪岳峰,农村天然气供应及暖气问题,建言,办理中,http://liuyan.people.com.cn/threads/content?tid=16941256&from=search
16941009,2022-12-17 21:13,河北省保定市委书记党晓龙,农村天气热供热情况反应,建言,已办理,http://liuyan.people.com.cn/threads/content?tid=16941009&from=search
16940684,2022-12-17 20:15,河北省邯郸市邱县县委书记,投诉邱县中燃,投诉/求助,办理中,http://liuyan.people.com.cn/threads/content?tid=16940684&from=search
16940387,2022-12-17 19:16,河北省委书记倪岳峰,冬天无法取暖,投诉/求助,办理中,http://liuyan.people.com.cn/threads/content?tid=16940387&from=search
16940081,2022-12-17 17:20,河北省邯郸市大名县委书记,自来水问题，燃气问题，,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16940081&from=search
16939964,2022-12-17 14:05,河北省保定市委书记党晓龙,半夜停气,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16939964&from=search
16939915,2022-12-17 12:23,河北省省长王正谱,三天两头给停气！生活受到影响,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16939915&from=search
16939867,2022-12-17 11:44,河北省省长王正谱,河北邯郸利坤燃气，正取暖的时候老是停气,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16939867&from=search
16939584,2022-12-17 09:43,河北省邯郸市委书记张维亮,馆陶县中国燃气天天停气,投诉/求助,办理中,http://liuyan.people.com.cn/threads/content?tid=16939584&from=search
16939529,2022-12-17 09:30,河北省委书记倪岳峰,投诉邯郸市中燃天然气公司,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16939529&from=search
16939398,2022-12-17 09:01,河北省委书记倪岳峰,衡水农村老停燃气,投诉/求助,办理中,http://liuyan.people.com.cn/threads/content?tid=16939398&from=search
16938803,2022-12-17 07:21,河北省保定市市长闫继红,易县申易燃气天天夜间停气，无法正常供暖。,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16938803&from=search
16938570,2022-12-17 06:47,河北省保定市委书记党晓龙,望都中燃,限售燃气,晚上停气 百姓挨冻 投诉/求助 已办理,http://liuyan.people.com.cn/threads/content?tid=16938570&from=search
16937918,2022-12-17 04:38,河北省沧州市市长向辉,燃气公司断燃气,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16937918&from=search
16937611,2022-12-17 03:43,河北省邢台市临西县委书记,燃气不够取暖，家里冷,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16937611&from=search
16937424,2022-12-17 03:14,河北省省长王正谱,煤改气后经常停气取暖做饭都是问题,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16937424&from=search
16936749,2022-12-17 00:56,河北省保定市唐县县委书记,投诉中燃天天晚上停气,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16936749&from=search
16936600,2022-12-17 00:28,河北省定州市委书记张涛,定州市叮咛店镇天然气停气导致农民挨冻！,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16936600&from=search
16936192,2022-12-16 23:12,河北省省长王正谱,邯郸市曲周县南里岳乡天然气停气,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16936192&from=search
16936186,2022-12-16 23:11,河北省邯郸市广平县委书记,广平县中燃燃气公司晚上经常性停气。,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16936186&from=search
16935052,2022-12-16 20:44,河北省保定市定兴县委书记,天然气限购停气,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16935052&from=search
16934295,2022-12-16 16:50,河北省邯郸市邱县县委书记,农村用什么来取暖,咨询,办理中,http://liuyan.people.com.cn/threads/content?tid=16934295&from=search
16933597,2022-12-16 09:21,河北省邯郸市峰峰矿区委书记,停气取暖,投诉/求助,待回复,http://liuyan.people.com.cn/threads/content?tid=16933597&from=search
16933486,2022-12-16 09:05,河北省邯郸市临漳县委书记,章里集镇北柴屯村没水没天然气,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16933486&from=search
16933269,2022-12-16 08:26,河北省邯郸市邱县县委书记,天然气停气问题,咨询,办理中,http://liuyan.people.com.cn/threads/content?tid=16933269&from=search
16932715,2022-12-16 06:55,河北省委书记倪岳峰,天然气供应不足,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16932715&from=search
16932712,2022-12-16 06:55,河北省邯郸市委书记张维亮,求助,投诉/求助,办理中,http://liuyan.people.com.cn/threads/content?tid=16932712&from=search
