,replyID,replyDate,typeNameD,title,reply_object,province,city,county,zipcode,domainName,stateInfo,replyName,replyContentMain,handleTime,handleContent,url
10,16719375,2022-11-23 23:21, 投诉/求助 ,不合理拆迁并停暖停气,山西省太原市委书记韦韬,山西省,太原市,,140100,城建,已办理,W***,清徐县文源路神州巷1号楼拆迁问题 二十年前以高价购得清徐县第一套商品房，现在一刀切，本来就不合理的基础上，还拒绝整体回迁，回迁到一些卖不出去的商品房里，还要补差价。我们小区对口的小学为清徐县实验小学，县城里面最好的小学，拆迁后呢？ 详情请见备注区。,2023-01-06 02:01,       网友您好！您的留言已收悉，并交清徐县办理。针对您反映的问题，清徐县工作人员已电话向您进行了详细答复。        在此，真诚地希望您继续关心太原的经济社会发展，并对相关工作予以监督，提出宝贵的意见和建议。 ,http://liuyan.people.com.cn/threads/content?tid=16719375&from=search
11,16699267,2022-11-22 02:54, 咨询 ,取暖问题,山西省大同市云冈区委书记,山西省,大同市,,140200,企业,已办理,W***,我在云冈区锦绣华园居住，去年搬来的暖气就不热，今年暖气和没有一样，可这两天已经停气，暖气管道到处漏水需维修，一加压到处都坏，经了解是物业移交的问题，现云热力接手，人家只管供热，不管管道，物业也移交不管。想尽快收到您的回复!为盼!,2022-11-28 03:34,网民朋友：         您好！针对您所反映的问题，已由新文街道工作人员通过电话将办理情况向您进行了反馈。感谢您对我们工作的关心和支持，欢迎您继续关注云冈区的发展，并对我们的工作及时提出宝贵意见和建议。  ,http://liuyan.people.com.cn/threads/content?tid=16699267&from=search
12,16640618,2022-11-17 01:09, 投诉/求助 ,煤改气后大冬天停气了,山西省长治市上党区委书记,山西省,长治市,,140400,三农,已办理,W***,1.赶紧送气。上党区苏店镇后土门村2.出现不顾百姓民生的企业，不管是什么原因，是否应该给人民一个交代,2022-11-21 21:17,"网民朋友：         您好！上党区委区政府对您所反映的问题高度重视，责成区住建局调查核实办理，现将办理情况回复如下。         关于您反映的苏店镇后土门村天然气停气问题，经调查核实，停气是因中燃公司对供气设施进行设备维护、管网检修等原因导致，维护检修完成后，后土门村已于2022年11月21日恢复正常供气。         给您带来的不便敬请谅解,真诚地希望您继续关注我区的经济社会发展，并对我们的工作提出宝贵意见和建议。",http://liuyan.people.com.cn/threads/content?tid=16640618&from=search
13,16638792,2022-11-16 22:52, 投诉/求助 ,壁挂炉改暖,山西省太原市尖草坪区委书记,山西省,太原市,尖草坪区,140108,城建,已办理,p***,我居住小区村汇阳小区，每家壁挂炉取暖，不安全，使用水，电，气却少一样都不能取暖，遇上停电停水，停气就得挨冻，老人不会操作，安全第一，每户家里挂上个锅炉操喑大，不安全，返修率高，大暖管道就在小区门口，周边新店小区，后沟小区都是大暖，希望领导给予支持把我们小区改成大暖，解决居民的后顾之悠，为盼！,2023-01-05 21:44,网友您好！您的留言已收悉，并交付尖草坪区光社街道、区城乡管理局负责办理，现将具体情况反馈如下： 经核实，汇阳小区改为集中供热，需征求全体业主同意，交纳配套改造费等相关费用，并与热力公司协商增容、管线施工等相关工作。此外，小区产权单位需于当年7月31日前，携带相关材料，到城北热力公司用户服务中心提交申请，待条件全部成熟后，方可适时进行改造。 在此，真诚地希望您继续关心尖草坪区的经济社会发展，并对相关工作予以监督，提出宝贵的意见和建议。,http://liuyan.people.com.cn/threads/content?tid=16638792&from=search
14,16619176,2022-11-15 07:41, 投诉/求助 ,原家庄全村集体停气好几天了不给解决,山西省长治市委书记杨勤荣,山西省,长治市,,140400,城建,已办理,积***,我村从11月12号开始停供天然气，说是我们没交够钱，可是天然气不是交钱了才送吗？再说就是有几家没交，也不应该把全村的气都给停了呀，最近天冷了，好多家里的老人都冻着，也没有气，开不了壁挂炉，村里没气饭也没法做，村里人每天吃不好，还挨冻，希望领导尽快解决，看看是什么问题,2022-11-16 21:34,    王先生，您好。经上党区委办公室协调督促，现原家庄村已恢复正常供气。给您带来不便，敬请谅解。,http://liuyan.people.com.cn/threads/content?tid=16619176&from=search
15,16619099,2022-11-15 07:36, 建言 ,苏店镇原家庄村有很多烧煤炭炉子和锅炉的,山西省长治市上党区委书记,山西省,长治市,,140400,环保,已办理,积***,我村从11月12日开始全村都停了天然气，好几天了，听说是村里没人缴集中供暖的钱，然后把我们的天然气给停了。停归停吧，那些人也不能违反国家规定烧煤炭炉子和锅炉呀，就应该冻着，要不然多影响环境。希望尽快调查。,2022-11-21 21:19,"网民朋友：         您好！上党区委区政府对您所反映的问题高度重视，责成区住建局调查核实办理，现将办理情况回复如下。         关于您反映的苏店镇原家庄村天然气停气问题，经调查核实，停气是因中燃公司对供气设施进行设备维护、管网检修等原因导致，维护检修完成后，原家庄村已于2022年11月20日恢复正常供气。         给您带来的不便敬请谅解,真诚地希望您继续关注我区的经济社会发展，并对我们的工作提出宝贵意见和建议。",http://liuyan.people.com.cn/threads/content?tid=16619099&from=search
16,16616140,2022-11-15 03:38, 投诉/求助 ,中国燃气不卖气，无法取暖。,山西省委书记蓝佛安,山西省,,,140000,三农,待回复,鬼***,1.我们已经煤改气，中国燃气每月只售卖300方天然气，我们已经停气了。无法取暖老人孩子都在受冻。多次投诉无果，希望领导解决百姓问题。 2.该公司强制售卖保险，不买保险不售气。无发票，不知是否存在偷漏税问题。,,,http://liuyan.people.com.cn/threads/content?tid=16616140&from=search
17,16613849,2022-11-15 01:15, 投诉/求助 , 牡丹苑小区，顶层没有暖气,山西省临汾市侯马市委书记,山西省,临汾市,侯马市,141081,城建,已办理,N***,投诉路西供暖不加压、加热也不够，牡丹苑小区顶层没有任何暖气，暖气触手冰凉，放水冰凉。暖气每年按平米缴费，每年比别人家晚热半个月，早停半个月！每年刚开始供暖的时候都不热，停气前也早半个月就是凉的了，今年就根本不给加压了，解决为盼。,2022-12-28 03:58,        您好！您的留言收悉，并交由市住建局进行办理。现将情况反馈如下：         供热企业与反映人取得联系，并进行了入户走访，该用户自述家中室温为18℃-21℃之间，供热企业向其解释此温度已达到供热标准。供热企业将结合天气变化，及时调整供热运行参数，确保供热达到标准。         感谢您对我们工作的关心和支持！ ,http://liuyan.people.com.cn/threads/content?tid=16613849&from=search
18,16608473,2022-11-14 19:22, 咨询 ,盐湖区蒲东小区什么时间能接上大暖,山西省运城市委书记丁小强,山西省,运城市,,140800,环保,办理中,彤***,我们已经在蒲东小区住了6年了，去年边上的新建的东湖湾都接上大暖了，我们一直也没有接上，而且一到冬天天然气还经常停气，我们小区的业主都等了好常时间了,2022-11-22 02:57,您的留言我们已收到！您反映的问题已转相关部门处理，感谢您的宝贵留言！,http://liuyan.people.com.cn/threads/content?tid=16608473&from=search
19,16596439,2022-11-13 21:30, 建言 ,尧都区屯里镇润泽园小区物业开发商,山西省临汾市市长李云峰,山西省,临汾市,,141000,城建,办理中,骨***,润泽园小区高层问题清单： 1，卫生差，卫生清理不及时。 2，电梯维护人员配备不足，电梯出现问题不能及时维修。 3，消防通道堵塞，消防没有通过验收，导致房产证迟迟办理不了。 4，电动汽车无法在小区充电。 5，暖气费过高，一平5元，室温不达标，供暖设备噪音大，影响休息。 6，装修垃圾清运不及时。 7，晚上没路灯，安装的几个太阳能亮度不够。 8，只收费，不作为。收了停车费，车辆管理不到位，外来车辆随便停放，车位被占天天发生，对于车辆剐蹭物业消极应对。 9，电动自行车棚太小，下雨天好多电动没地方放，没地方充电，电动充电贵1元充3小时，好多地方都是1元充6小时。 10，自来水水质太差，供水阀门管道老化，常期不间断的停水换阀门。 11，客厅墙体裂缝，没人管。 12，楼道门锁未安装，安全性差。 13，多交的平米钱，7年了不退钱，房产证也不知道在哪。 14，晚上没安防，电动车，电瓶经常丢，物业消极应对。 15，楼道门口坡锁着铁链子，老人小孩上下楼不方便！ 16，电费、水费、燃气费无法网上缴纳，导致疫情期间住户大面积停水停电停气！希望开通网上缴费，方便广大群众。 17，高层与低层享受同样的物业服务，抛开电梯费，物业费比低层高出好多，要求开通小区北门，高层低层分开管理。或者高层低层物业费统一！,2022-11-15 03:25,您的留言我们已收到！您反映的问题已转相关部门处理，感谢您的宝贵留言！,http://liuyan.people.com.cn/threads/content?tid=16596439&from=search
20,16508819,2022-11-07 01:38, 建言 ,热力公司修管停气期间的费用应该冲减来年费用,山西省阳泉市委书记雷健坤,山西省,阳泉市,,140300,城建,已办理,妮***,2021年热力公司在供暖期间多次停热维修管道，但是作为半山公馆的业主有些楼宇2022年的取暖费给与了部分冲减，部分楼宇没有享受冲减，政策不同待遇给我们带来困扰，而且在热力公司公众号留言后无人问津，希望得到解决。,2022-12-05 20:41,您好，您的留言我们已经收到。经阳泉市热力有限责任公司核查，2021至2022供热运行期内，该区域一次管网累计抢修7天。您所反映的对部分楼宇2022年取暖费给予核减，经核实，热力公司公司未进行相关费用核减，核减情况为半山公馆装有热计量表结余退费。热力公司公司已在10月下旬对半山公馆因一次管网抢修低温供暖，对所反映问题逐一登记、整理、汇总，现正在进入核减费用相关流程。     在此，真诚地希望您继续关心阳泉的经济社会发展，并对相关工作予以监督，提出宝贵的意见和建议。 ,http://liuyan.people.com.cn/threads/content?tid=16508819&from=search
21,16490985,2022-11-05 22:45, 投诉/求助 ,天然气,山西省太原市古交市委书记,山西省,太原市,古交市,140181,城建,已办理,W***,尊敬的领导:古交市煤管局宿舍停煤气已经好几个月了，不知道天然气什么时候可以送？,2022-11-27 21:11,网友您好，您的留言已收悉。经向古交市城乡管理局核实，义学路片区天然气置换工作正在进行，并督促国新燃气综合利用有限公司加快施工进度，预计于12月底完成送气工作。,http://liuyan.people.com.cn/threads/content?tid=16490985&from=search
22,16427077,2022-10-31 04:28, 投诉/求助 ,老军营小区西区1-4号楼,山西省太原市市长张新伟,山西省,太原市,,140100,城建,已办理,W***,尊敬的市长您好，         10月31日市燃气公司在单元门口贴通知表示从当日起停气5天，事发突然家里没任何准备，只好致电太原市燃气公司询问，接电话人员开始表示停气到当日中午12点结束，后又说如果更换管道就是全天停气，并让自己寻找因停气无法做饭的解决办法，小区为老小区多数住户为老人和小孩，面对这种毫无任何准备的断气，感觉十分不便与无奈。          诉求1：为何不预先做好通知，让居民有所准备？                 2.施工工人当日10：30 就收工，为何要停气一整天还接连停气5天？                 3.是否考虑对居民造成的不便？,2022-12-06 01:35,热心网友您好！        首先非常感谢您对太原市社会事业发展的关心。现就您提问题答复如下：        经迎泽区政府核实：燃气管线改造提前2天确定工期，提前1天会在各居民用户单元门口张贴停气通知，因新旧管线还需进行切改、更换、验收，故需要停气5天，现已恢复供气。        在此，真诚地希望您继续关心太原的经济社会发展，并对相关工作予以监督，提出宝贵的意见和建议。,http://liuyan.people.com.cn/threads/content?tid=16427077&from=search
23,16248016,2022-10-11 05:00, 投诉/求助 ,关于输送天然气的问题,山西省太原市古交市委书记,山西省,太原市,古交市,140181,城建,已办理,圆***,尊敬的领导，您好：我是古交矾石沟社区西曲矿305小区50*号楼三单元住户，小区今年7月份停止煤气供给，准备送天然气，说是停三个月后送天然气。现在已经过去三个月，我们楼一部分住户管道都没入户，两年前只给阳台打了个孔，至今没下文。现在主管道开始打压了，对于我们这些管道都还没入户的居民能按时送气入户吗？,2022-11-07 03:03,网友您好，您的留言已收悉。经向古交市城乡管理局核实，回复如下： 西曲矿305小区中压管网已通气至楼前，正在进行庭院打压和完善户内安装工作，反映人将房屋阳台自主进行了改造，造成房屋结构与本单元其他用户不同，天然气管道无法正常送入户内。目前，古交市国新燃气综合利用有限公司已主动与该住户取得联系，并告知改造费用概算、送气计划等事项，在商定好整改方案后进行整改，尽快完成天然气送气工作。,http://liuyan.people.com.cn/threads/content?tid=16248016&from=search
24,16232502,2022-10-09 13:02, 建言 ,想问下东冶镇天然气是怎么回事，自从夏天停气后,山西省忻州市五台县委书记,山西省,忻州市,五台县,140922,政务,已办理,风***,尊敬的五台县委书记。我想问下东冶镇的煤改气的天然气是怎么回事。自从夏天4月份停气后，到现在一直没有给送气，去年冬天县里给改的煤改气后，老百姓反映很好，把原来的电池炉都改成了燃气灶，但是今年一直不给送气，做饭也不方便，还有马上到供暖季了，到底是什么原因导致这长达半年多的时间不给送气，何时才能给送气呢？,2022-10-24 02:44,网友您好，您的留言我办已收悉，县委主要领导和分管领导当即作出批示，着县住建局调查核实并处理，现将情况反馈如下： 2021年东冶镇煤改气项目的实施是用于解决居民用户采暖所需。燃气公司并未开通生活用气。2022年4月供暖结束后，燃气公司为确保设施设备的安全运行，进行了停业整改。今年冬天11月1日前正式通气，确保正常供暖。,http://liuyan.people.com.cn/threads/content?tid=16232502&from=search
25,16208313,2022-10-06 09:16, 建言 ,反映后不解决,山西省大同市市长张强,山西省,大同市,,140200,城建,待回复,玺***,我家山西省大同市平城区永泰街道永泰学府公寓楼A座，街面位置，连房带院210平米，房子69平米，2020年6月15拆除后，只给了部门生活用品，很多家具及狗很多物品没有归还。感谢平台给残疾人家庭反映的权力，在反映后区政府给免费提供的过渡住房，停电停水停暖停气，无法生活，也不给安置回迁问题也没有解决，多个部分和渠道都有反映，万分感谢帮帮残疾人家庭解决一下。,,,http://liuyan.people.com.cn/threads/content?tid=16208313&from=search
26,16147283,2022-09-27 23:35, 投诉/求助 ,天然气供热改造电采暖是不是给农民增加负担,山西省太原市市长张新伟,山西省,太原市,,140100,城建,已办理,锋***,尊敬的领导： 你好，我是太原市尖草坪区新城街办赵道峪村村民，今年村里突然要改造供暖了，原来村里是天然气区域集中供热，现在要给老百姓停集中供暖，让老百姓花钱买空气能自己供热，村民们都非常不理解 1.天然气区域供热改造成村民购买空气能供热符不符合煤改电的政策。 2.这样的改造势必造成原来供热设备和已经铺设的供热管网的巨大浪费，是不是存在村集体资产的巨大损失。 3.这样的改造给老百姓带来了很大的经济负担，赵道峪村里80%的村民依靠出租房屋收入过日子，这样的供暖改造需要村民付出很大的经济成本，如果只是改造100平米供热，冬天出租房屋的收入就没有了，这也是村民们最不能理解的。 4.村里现在集体经济非常差，但是某些领导不说帮村民提供好的服务和生财之道，不去想办法盘活村集体经济，多为村民谋福利，却想掏干榨尽村民口袋里可怜的过生活的钱，给村民增加不不必要的负担，这样的改造得不到村民的支持。 5.改造供暖的借口是村里管网老旧了，维护成本高了，但是太原市所有老旧管网的供热 请领导们给老百姓办点事，我们村民们的想法是把现有的供热管网做好维护，继续使用天然气区域供热，不要再给村民们增加改造供暖的经济负担,2022-10-20 20:42,热心网友您好！        首先非常感谢您对太原市社会事业发展的关心。现就您提问题答复如下：        经尖草坪区政府核实：“煤改电”为全省统一推广的政策，赵道峪村集体在其中不存在任何谋利的问题。赵道峪村集体将为广大村民积极争取“煤改电”政策，保证供暖，解决温暖过冬问题。        在此，真诚地希望您继续关心太原的经济社会发展，并对相关工作予以监督，提出宝贵的意见和建议。,http://liuyan.people.com.cn/threads/content?tid=16147283&from=search
27,16050015,2022-09-18 06:26, 投诉/求助 ,求助解决河东广场综合体小区天然气问题,山西省运城市委书记丁小强,山西省,运城市,,140800,城建,办理中,p***,该小区于21年12月在未达标的情况下，强制交房，计算物业费！但是截止到目前，抛开诸如道路，电动车存车充电，安防门禁等等问题，就是涉及到民生的天然气依旧没通，根本无法居住生活。此外包括小区的用电，都是临时用电，导致电梯频繁停运，甚至出现过停电坠落的情况。在此诚恳的请求丁书记帮助我们解决问题，其他不说，能否让天然气先通了……,2022-09-20 21:35,您的留言我们已收到！您反映的问题已转相关部门处理，感谢您的宝贵留言！,http://liuyan.people.com.cn/threads/content?tid=16050015&from=search
28,16045316,2022-09-17 20:26, 投诉/求助 ,农村煤改气，停气已半月多,山西省省长金湘军,山西省,,,140000,城建,已办理,W***,我们买的太原市晋源区箱子村房子，2018政府煤改气，我们享受了这一待遇挺好的，但冬天气价无补助，100平米取暖得5000~6000元，我们也认了，因为经济原因买的小产权，但近几月总停气，7~8月停了一月，我们多方求助才恢复供气，9月2日又停了，希望领导帮解决一下，另外明年看能否改集中供暖，恳切为盼，谢谢领导！,2022-10-26 04:26,网民朋友：          您好！关于您的留言回复如下：          经街办核实，中燃公司在打压过程中发现五府营村片区有燃气泄漏现象，由于管道埋压太深，地下管网纵横交错，施工处理难度较大。经中燃公司研究处理方案后，已于2022年9月24日开始施工,http://liuyan.people.com.cn/threads/content?tid=16045316&from=search
29,15985588,2022-09-11 23:00, 投诉/求助 ,投诉太原市天然气公司,山西省太原市委书记韦韬,山西省,太原市,,140100,企业,已办理,W***,领导您好：我是太原市小店区学府雅园的一户居民，9月11日家中天然气突然停气，不存在欠费情况。多次拨打大营盘站点电话均无人接听，通过微信联系该公司在本小区对接人，均不回复。9月12日上午通过山西政务服务中心电话了解到96577这个24小时客服电话，拨打10余次均无人接听。太原天然气公司是涉及民生的国有企业，号称24小时便民服务热线成为摆设，请领导帮忙解决。,2022-09-29 05:01,       网友您好！您的留言已收悉，并交市城乡管理局办理，现将具体情况反馈如下： 　  经核实，因太原天然气公司24小时服务热线96577客服系统升级后，系统出现忙线时提示坐席全忙直接挂机情况，导致您的电话无法接通。目前，太原天然气公司技术部门正在排查维修，待系统维修完成后，系统将恢复忙线继续等待选项功能。目前，太原天然气公司微信公众号及APP已开通线上服务专席，您可选择线上服务反映问题。关于您家中无气问题：因您所在单元一层住户关闭燃气管道总阀，导致您家中无气。大营盘管理站已为该单元重新开阀及复压送气，目前您家中供气已恢复正常。         在此，真诚地希望您继续关心太原的经济社会发展，并对相关工作予以监督，提出宝贵的意见和建议。,http://liuyan.people.com.cn/threads/content?tid=15985588&from=search
30,15912478,2022-09-04 03:52, 投诉/求助 ,上党区博裕佳苑小区停天然气一月余，不给送气,山西省长治市市长陈耳东,山西省,长治市,,140400,城建,已办理,y***,不知道什么原因导致上党区博裕佳苑小区北区，停天然气一个多月，做不了饭，希望有关领导测查一下，谢谢,2022-11-24 23:13,     杨女士您好，博裕佳苑小区停天燃气是因为城乡供水一体化工程施工方在施工过程中导致天燃气管道受损，经协调，天燃气公司已经组织工人抢修，已予9月10日恢复正常供气。,http://liuyan.people.com.cn/threads/content?tid=15912478&from=search
31,15855319,2022-08-29 02:37, 投诉/求助 ,入住小区三年，燃气问题还未解决,山西省太原市杏花岭区委书记,山西省,太原市,杏花岭区,140107,政务,已办理,文***,书记，您好：       东来龙城苑为我市龙投公司建设回迁小区，小区自2019年交房后现已三年，存在一下问题为解决： 1、小区因燃气管道下沉迟迟不见施工方进行整改，导致入住小区三年未通燃气； 2、小区下雨地下停车漏雨，迟迟不见小区施工方或物业进行整改（小区物业为龙投公司子公司晋美万联物业公司）； 3、小区入住三年来9幢楼均出现电梯故障，最长时间停梯半个月，小区居民怨声载道，入住三年的新小区频频出现房屋、电梯、公共设施的问题，严重怀疑小区施工质量；； 4、小区为回迁房，从入住到现在三年时间，龙投公司还未完成小区验收，居民目前为止还无法办理大红本，严重影响小区家庭上学事宜。      以上几点为东来龙城苑突出问题，请领导百忙之中责令相关部门、企业整改，希望今年小区居民能用上天然气，谢谢,2022-09-23 03:31,网友您好！您的留言已收悉，并交付大东关街道、区自然资源局、区城管局和区市场监管局负责办理，现将具体情况反馈如下： 关于您反映的问题，大东关街道工作人员电话与您取得联系，并将有关情况一一向您进行了详细解答。 在此，真诚地希望您继续关心杏花岭区的经济社会发展，并对相关工作予以监督，提出宝贵的意见和建议。,http://liuyan.people.com.cn/threads/content?tid=15855319&from=search
32,15814555,2022-08-24 08:50, 投诉/求助 ,上党区万人小区北区停天然气,山西省长治市上党区委书记,山西省,长治市,,140400,城建,已办理,y***,到底是什么原因导致上党区万人小区北区，好长时间没有天然气呢？麻烦领导帮忙催促一下,2022-09-13 21:50,"网民朋友：         您好！上党区委区政府对您所反映的问题高度重视，责成区住建局调查核实办理此事，现将办理情况回复如下。         关于您反映的博裕佳苑小区天然气停气问题，经调查核实，停气是因水利局铺设供水管道时损坏供气管道导致，已于9月10日修复并恢复正常供气。         给您带来的不便敬请谅解,真诚地希望您继续关注我区的经济社会发展，并对我们的工作提出宝贵意见和建议。",http://liuyan.people.com.cn/threads/content?tid=15814555&from=search
33,15684101,2022-08-10 00:14, 投诉/求助 ,无故停气,山西省太原市委书记韦韬,山西省,太原市,,140100,政务,已办理,W***,晋源区晋源街办林语兰庭小区，自7月25日一来，一支停气至今。多次向12345反映，都没有准确的恢复供气的日期。一直说正在协调。不知道该向哪个部门反映，才能及时恢复供气，生活才能正常。希望领导尽快过问，帮助居民解决实际困难,2022-09-16 05:01,       网友您好！您的留言已收悉，并交晋源区办理，现将具体情况反馈如下：        经核实，林语兰庭小区由太原中燃能源发展有限公司供气，小区用户共用同一天然气管线，因该小区部分居民长期欠缴天然气费用，导致小区停气。经晋源区协调，太原中燃能源发展有限公司已为林语兰庭小区供气，目前，该小区天然气已恢复正常。        在此，真诚地希望您继续关心太原的经济社会发展，并对相关工作予以监督，提出宝贵的意见和建议。,http://liuyan.people.com.cn/threads/content?tid=15684101&from=search
