replyID,replyDate,reply_object,replyInfoHead,typeNameD,stateInfo,single_url,province,city,county
16208313,2022-10-06 09:16:00,山西省大同市市长张强,反映后不解决,建言,待回复,http://liuyan.people.com.cn/threads/content?tid=16208313&from=search,山西省,大同市,
16147283,2022-09-27 23:35:00,山西省太原市市长张新伟,天然气供热改造电采暖是不是给农民增加负担,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16147283&from=search,山西省,太原市,
16050015,2022-09-18 06:26:00,山西省运城市委书记丁小强,求助解决河东广场综合体小区天然气问题,投诉/求助,办理中,http://liuyan.people.com.cn/threads/content?tid=16050015&from=search,山西省,运城市,
16045316,2022-09-17 20:26:00,山西省省长金湘军,农村煤改气，停气已半月多,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16045316&from=search,山西省,,
15985588,2022-09-11 23:00:00,山西省太原市委书记韦韬,投诉太原市天然气公司,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=15985588&from=search,山西省,太原市,
15912478,2022-09-04 03:52:00,山西省长治市市长陈耳东,上党区博裕佳苑小区停天然气一月余，不给送气,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=15912478&from=search,山西省,长治市,
15855319,2022-08-29 02:37:00,山西省太原市杏花岭区委书记,入住小区三年，燃气问题还未解决,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=15855319&from=search,山西省,太原市,杏花岭区
15814555,2022-08-24 08:50:00,山西省长治市上党区委书记,上党区万人小区北区停天然气,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=15814555&from=search,山西省,长治市,
15684101,2022-08-10 00:14:00,山西省太原市委书记韦韬,无故停气,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=15684101&from=search,山西省,太原市,
15657638,2022-08-06 21:31:00,山西省太原市市长张新伟,无故被停天然气快一个月了,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=15657638&from=search,山西省,太原市,
15650972,2022-08-05 21:28:00,山西省太原市晋源区委书记,箱子村，,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=15650972&from=search,山西省,太原市,晋源区
15634124,2022-08-03 22:39:00,山西省晋中市市长常书铭,龙城金帝园停气停电已严重影响住户的日常生活,投诉/求助,待回复,http://liuyan.people.com.cn/threads/content?tid=15634124&from=search,山西省,晋中市,
15616400,2022-08-01 23:33:00,山西省太原市市长张新伟,关于太原市晋源区晋源街办箱子村天然气断供问题,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=15616400&from=search,山西省,太原市,
15614561,2022-08-01 21:18:00,山西省太原市委书记韦韬,关于晋源区箱子村停气问题,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=15614561&from=search,山西省,太原市,
15604586,2022-07-31 22:26:00,山西省晋中市市长常书铭,龙城金帝园天然气停气数日,投诉/求助,待回复,http://liuyan.people.com.cn/threads/content?tid=15604586&from=search,山西省,晋中市,
15576021,2022-07-28 06:22:00,山西省太原市小店区委书记,黑驼村停气问题,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=15576021&from=search,山西省,太原市,小店区
15151023,2022-06-19 23:57:00,山西省太原市市长张新伟,建设路79号市建一公司宿舍何时老旧改造,咨询,已办理,http://liuyan.people.com.cn/threads/content?tid=15151023&from=search,山西省,太原市,
14900696,2022-05-29 10:00:00,山西省运城市市长储祥好,名人港湾小区能否安装暖气,咨询,已办理,http://liuyan.people.com.cn/threads/content?tid=14900696&from=search,山西省,运城市,
14893651,2022-05-28 21:25:00,山西省晋城市市长薛明耀,银座花园小区饭店占道摆摊和车辆乱停放问题,投诉/求助,待回复,http://liuyan.people.com.cn/threads/content?tid=14893651&from=search,山西省,晋城市,
14269540,2022-04-21 19:51:00,山西省太原市晋源区委书记,晋源街道办箱子村故意停天然气问题。,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=14269540&from=search,山西省,太原市,晋源区
14266628,2022-04-21 09:20:00,山西省太原市晋源区委书记,晋源街道办箱子村故意停天然气问题,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=14266628&from=search,山西省,太原市,晋源区
14072031,2022-04-09 01:33:00,山西省委书记蓝佛安,南寒圣都脏乱差，物业不作为,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=14072031&from=search,山西省,,
13841582,2022-03-19 07:19:00,山西省太原市市长张新伟,太原市万柏林区神堂沟街道黄坡西山壹号，停水,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=13841582&from=search,山西省,太原市,
13835294,2022-03-18 19:44:00,山西省委书记蓝佛安,太原市万柏林区神堂沟街道黄坡西山壹号,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=13835294&from=search,山西省,,
13741462,2022-03-10 10:03:00,山西省临汾市尧都区委书记,下康拆迁及取暖两大问题,咨询,已办理,http://liuyan.people.com.cn/threads/content?tid=13741462&from=search,山西省,临汾市,尧都区
13201406,2022-02-19 23:07:00,山西省太原市委书记韦韬,小店区龙园中区集中供暖,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=13201406&from=search,山西省,太原市,
13013624,2022-02-17 22:10:00,山西省委书记蓝佛安,违规不达标供热,家中温度低,投诉/求助 已办理,http://liuyan.people.com.cn/threads/content?tid=13013624&from=search,山西省,,
12885108,2022-02-11 21:17:00,山西省太原市委书记韦韬,城北热力公司不作为,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=12885108&from=search,山西省,太原市,
12880082,2022-02-11 04:06:00,山西省委书记蓝佛安,怡海花苑小区的有关问题,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=12880082&from=search,山西省,,
12876434,2022-02-10 21:24:00,山西省委书记蓝佛安,停水停气,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=12876434&from=search,山西省,,
12861754,2022-02-09 06:07:00,山西省晋中市太谷区委书记,宏源热力公司供暖太差劲,投诉/求助,办理中,http://liuyan.people.com.cn/threads/content?tid=12861754&from=search,山西省,晋中市,
12731226,2022-01-23 07:49:00,山西省晋中市太谷区委书记,宏源供热公司,投诉/求助,办理中,http://liuyan.people.com.cn/threads/content?tid=12731226&from=search,山西省,晋中市,
12720819,2022-01-22 05:07:00,山西省长治市委书记杨勤荣,关于长治到南京无锡等苏南地区无直达高铁的建议,建言,已办理,http://liuyan.people.com.cn/threads/content?tid=12720819&from=search,山西省,长治市,
17060417,2022-12-31 11:10:00,内蒙古自治区兴安盟盟委书记张晓兵,求助,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=17060417&from=search,内蒙古自治区,兴安盟,
17057360,2022-12-30 23:35:00,内蒙古自治区通辽市委书记孟宪东,合硕悦府供暖期间停气三天问题,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=17057360&from=search,内蒙古自治区,通辽市,
16693146,2022-11-21 18:25:00,内蒙古自治区通辽市委书记孟宪东,河西兴隆家园供热不热,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16693146&from=search,内蒙古自治区,通辽市,
16626893,2022-11-16 00:52:00,内蒙古自治区包头市青山区委书记,民生问题-燃气检修长期停气无人解决,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16626893&from=search,内蒙古自治区,包头市,青山区
16270286,2022-10-13 09:07:00,内蒙古自治区兴安盟科尔沁右翼前旗委书记,美之赢小区取暖,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16270286&from=search,内蒙古自治区,兴安盟,科尔沁右翼前旗
15867888,2022-08-30 07:00:00,内蒙古自治区赤峰市市长王旺盛,因1楼不得停止缴纳采暖费,建言,已办理,http://liuyan.people.com.cn/threads/content?tid=15867888&from=search,内蒙古自治区,赤峰市,
15844127,2022-08-27 19:52:00,内蒙古自治区党委书记孙绍骋,赛罕区前不塔气村停水,建言,已办理,http://liuyan.people.com.cn/threads/content?tid=15844127&from=search,内蒙古自治区,,
15653496,2022-08-06 03:50:00,内蒙古自治区呼和浩特市委书记包钢,燃气公司不作为,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=15653496&from=search,内蒙古自治区,呼和浩特市,
15541957,2022-07-24 23:52:00,内蒙古自治区呼和浩特市市长贺海东,玉泉区恒奥世纪华府小区,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=15541957&from=search,内蒙古自治区,呼和浩特市,
15395328,2022-07-11 00:59:00,内蒙古自治区主席王莉霞,鄂尔多斯杭锦旗浩绕柴达木全年无故停气,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=15395328&from=search,内蒙古自治区,,
14565889,2022-05-08 09:51:00,内蒙古自治区主席王莉霞,呼和浩特市出租车司机,建言,已办理,http://liuyan.people.com.cn/threads/content?tid=14565889&from=search,内蒙古自治区,,
14308861,2022-04-24 04:53:00,内蒙古自治区主席王莉霞,让企业更好的提高服务质量,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=14308861&from=search,内蒙古自治区,,
13647338,2022-03-05 05:41:00,内蒙古自治区兴安盟乌兰浩特市委书记,盛苑小区供暖提前停气,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=13647338&from=search,内蒙古自治区,兴安盟,乌兰浩特市
12474928,2022-01-03 06:09:00,内蒙古自治区党委书记孙绍骋,居民家里冷的穿穿羽绒服,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=12474928&from=search,内蒙古自治区,,
17196758,2023-01-24 22:24:00,辽宁省委书记郝鹏,供暖,投诉/求助,待回复,http://liuyan.people.com.cn/threads/content?tid=17196758&from=search,辽宁省,,
17196105,2023-01-24 18:48:00,辽宁省锦州市太和区委书记,汤河子地区供暖经常停,投诉/求助,待回复,http://liuyan.people.com.cn/threads/content?tid=17196105&from=search,辽宁省,锦州市,太和区
17143452,2023-01-12 10:27:00,辽宁省大连市普兰店区委书记,燃气停气,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=17143452&from=search,辽宁省,大连市,普兰店区
17112526,2023-01-08 22:34:00,辽宁省本溪市明山区委书记,广惠供暖差,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=17112526&from=search,辽宁省,本溪市,明山区
17101905,2023-01-07 00:46:00,辽宁省沈阳市委书记王新伟,要求退供暖费,投诉/求助,待回复,http://liuyan.people.com.cn/threads/content?tid=17101905&from=search,辽宁省,沈阳市,
17100325,2023-01-06 20:03:00,辽宁省委书记郝鹏,大东区吉祥一路文华园小区供暖不达标,投诉/求助,办理中,http://liuyan.people.com.cn/threads/content?tid=17100325&from=search,辽宁省,,
17097806,2023-01-06 06:38:00,辽宁省沈阳市市长吕志成,暖气停供,投诉/求助,待回复,http://liuyan.people.com.cn/threads/content?tid=17097806&from=search,辽宁省,沈阳市,
17095962,2023-01-06 02:30:00,辽宁省大连市委书记胡玉亭,大连华润天然气置换不进行影响生活,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=17095962&from=search,辽宁省,大连市,
17093135,2023-01-05 20:22:00,辽宁省大连市委书记胡玉亭,长兴岛三堂暖气不达标，燃气改造三个月未施工,建言,已办理,http://liuyan.people.com.cn/threads/content?tid=17093135&from=search,辽宁省,大连市,
17083691,2023-01-04 08:41:00,辽宁省委书记郝鹏,华润燃气在天然气置换施工中违规收费至今不退,投诉/求助,办理中,http://liuyan.people.com.cn/threads/content?tid=17083691&from=search,辽宁省,,
17045935,2022-12-29 05:03:00,辽宁省大连市委书记胡玉亭,高新区宏都峰景小区燃气问题,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=17045935&from=search,辽宁省,大连市,
17029042,2022-12-27 03:04:00,辽宁省大连市委书记胡玉亭,华润天燃气,,投诉/求助 已办理,http://liuyan.people.com.cn/threads/content?tid=17029042&from=search,辽宁省,大连市,
16999104,2022-12-23 08:33:00,辽宁省委书记郝鹏,丹东市元宝区供暖问题,建言,办理中,http://liuyan.people.com.cn/threads/content?tid=16999104&from=search,辽宁省,,
16996073,2022-12-23 04:36:00,辽宁省委书记郝鹏,丹东市新城区新世纪佳园B区暖气停了4天,建言,办理中,http://liuyan.people.com.cn/threads/content?tid=16996073&from=search,辽宁省,,
16955261,2022-12-20 01:56:00,辽宁省沈阳市铁西区委书记,重工南街132巷小区没有暖气,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16955261&from=search,辽宁省,沈阳市,铁西区
16951123,2022-12-19 08:32:00,辽宁省大连市市长陈绍旺,全小区天然气无故停气反馈投诉无果,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16951123&from=search,辽宁省,大连市,
16919725,2022-12-14 09:42:00,辽宁省辽阳市灯塔市委书记,供暖问题,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16919725&from=search,辽宁省,辽阳市,灯塔市
16907124,2022-12-12 21:51:00,辽宁省沈阳市委书记王新伟,暖气停一周了，没有解决,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16907124&from=search,辽宁省,沈阳市,
16901714,2022-12-12 03:09:00,辽宁省大连市委书记胡玉亭,天然气自8月10管道泄漏停气到现在没有恢复,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16901714&from=search,辽宁省,大连市,
16871795,2022-12-08 04:14:00,辽宁省沈阳市沈北新区委书记,富力星月湾小区停水,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16871795&from=search,辽宁省,沈阳市,沈北新区
16841711,2022-12-05 05:47:00,辽宁省大连市西岗区委书记,天然气管道原因不给供气,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16841711&from=search,辽宁省,大连市,西岗区
16840703,2022-12-05 03:56:00,辽宁省大连市西岗区委书记,西岗区香周路55-5天然气问题,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16840703&from=search,辽宁省,大连市,西岗区
16832614,2022-12-04 06:47:00,辽宁省本溪市委书记吴澜,供暖不达标,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16832614&from=search,辽宁省,本溪市,
16810826,2022-12-02 00:52:00,辽宁省沈阳市委书记王新伟,物业不作为,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16810826&from=search,辽宁省,沈阳市,
16805354,2022-12-01 09:31:00,辽宁省委书记郝鹏,暖气进水管温乎,回水管拔凉,投诉/求助 已办理,http://liuyan.people.com.cn/threads/content?tid=16805354&from=search,辽宁省,,
16789019,2022-11-30 00:48:00,辽宁省委书记郝鹏,求助通气,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16789019&from=search,辽宁省,,
16771332,2022-11-28 10:02:00,辽宁省委书记郝鹏,红阳热力供暖公司经常断气,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16771332&from=search,辽宁省,,
16767335,2022-11-28 04:18:00,辽宁省营口市大石桥市委书记,南楼供暖四五年不热,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16767335&from=search,辽宁省,营口市,大石桥市
16743767,2022-11-26 03:27:00,辽宁省大连市中山区委书记,中山区兴和街20号楼3个月没有天然气,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16743767&from=search,辽宁省,大连市,中山区
16714796,2022-11-23 09:04:00,辽宁省大连市委书记胡玉亭,天然气整改造费用该谁出,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16714796&from=search,辽宁省,大连市,
16706273,2022-11-22 20:37:00,辽宁省大连市委书记胡玉亭,华录园天然气改造,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16706273&from=search,辽宁省,大连市,
16695860,2022-11-21 22:42:00,辽宁省大连市委书记胡玉亭,燃气停供一年多何时复供,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16695860&from=search,辽宁省,大连市,
16677787,2022-11-20 07:37:00,辽宁省省长李乐成,停气一年，千户居民无法正常生活,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16677787&from=search,辽宁省,,
16641902,2022-11-17 02:39:00,辽宁省大连市甘井子区委书记,甘区六和路74号及周边楼停天然气三个多月,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16641902&from=search,辽宁省,大连市,甘井子区
16624194,2022-11-15 21:32:00,辽宁省大连市市长陈绍旺,小区更换天然气后停气三天,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16624194&from=search,辽宁省,大连市,
16562580,2022-11-10 22:00:00,辽宁省大连市委书记胡玉亭,燃气费账单有问题，联合收费处和燃气公司互相推,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16562580&from=search,辽宁省,大连市,
16486332,2022-11-05 09:07:00,辽宁省省长李乐成,1号供暖5号停供，供暖未进行热态试运行,建言,已办理,http://liuyan.people.com.cn/threads/content?tid=16486332&from=search,辽宁省,,
16446622,2022-11-02 00:13:00,辽宁省大连市委书记胡玉亭,九邦大厦将居民无法使用天然气做饭,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16446622&from=search,辽宁省,大连市,
16436780,2022-11-01 02:37:00,辽宁省大连市委书记胡玉亭,天然气改造,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16436780&from=search,辽宁省,大连市,
16433727,2022-10-31 22:36:00,辽宁省沈阳市铁西区委书记,供暖公司不收采暖费不给予供暖,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16433727&from=search,辽宁省,沈阳市,铁西区
16406913,2022-10-28 21:10:00,辽宁省大连市市长陈绍旺,高新园区天然气改造,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16406913&from=search,辽宁省,大连市,
16386917,2022-10-26 18:59:00,辽宁省阜新市细河区委书记,益祺嘉热力公司退费,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16386917&from=search,辽宁省,阜新市,细河区
16360132,2022-10-23 23:13:00,辽宁省大连市市长陈绍旺,天然气通气,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16360132&from=search,辽宁省,大连市,
16308939,2022-10-17 22:54:00,辽宁省大连市委书记胡玉亭,大连华润燃气迟迟不予通气,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16308939&from=search,辽宁省,大连市,
16293132,2022-10-16 03:39:00,辽宁省大连市委书记胡玉亭,天然气安装近二十天停煤气无法做饭,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16293132&from=search,辽宁省,大连市,
16243349,2022-10-10 21:22:00,辽宁省委书记郝鹏,居民楼停气1个多月，无人管无人解决,建言,已办理,http://liuyan.people.com.cn/threads/content?tid=16243349&from=search,辽宁省,,
16200776,2022-10-05 03:07:00,辽宁省沈阳市委书记王新伟,茂泉小区90号楼燃气何时恢复,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16200776&from=search,辽宁省,沈阳市,
16191519,2022-10-03 11:01:00,辽宁省大连市中山区委书记,华润燃气投诉没用，一直不给挂表通气,建言,已办理,http://liuyan.people.com.cn/threads/content?tid=16191519&from=search,辽宁省,大连市,中山区
16188973,2022-10-03 03:56:00,辽宁省大连市委书记胡玉亭,十一国庆假期停供天然气,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16188973&from=search,辽宁省,大连市,
16168090,2022-09-30 01:54:00,辽宁省大连市委书记胡玉亭,投诉华润燃气公司私自停天然气,建言,已办理,http://liuyan.people.com.cn/threads/content?tid=16168090&from=search,辽宁省,大连市,
16122402,2022-09-25 09:31:00,辽宁省大连市委书记胡玉亭,燃气公司迟迟不给通气,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16122402&from=search,辽宁省,大连市,
16119509,2022-09-25 03:10:00,辽宁省大连市西岗区委书记,请华润燃气正常供气,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16119509&from=search,辽宁省,大连市,西岗区
16117607,2022-09-24 22:57:00,辽宁省大连市委书记胡玉亭,西岗区九邦大厦多日无天然气，居民无法做饭,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16117607&from=search,辽宁省,大连市,
16097238,2022-09-22 22:21:00,辽宁省大连市委书记胡玉亭,沙河口民权小区303号楼燃气问题,建言,已办理,http://liuyan.people.com.cn/threads/content?tid=16097238&from=search,辽宁省,大连市,
16089267,2022-09-22 01:59:00,辽宁省沈阳市市长吕志成,开发式厨房安装临时门就给开栓,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16089267&from=search,辽宁省,沈阳市,
16089037,2022-09-22 01:32:00,辽宁省大连市委书记胡玉亭,华润燃气停气二个月不给恢复通气,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16089037&from=search,辽宁省,大连市,
15987554,2022-09-12 03:22:00,辽宁省丹东市元宝区委书记,菜市小区13号楼居民燃气已停用10天,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=15987554&from=search,辽宁省,丹东市,元宝区
15926097,2022-09-05 11:21:00,辽宁省省长李乐成,天然气供气的问题反映,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=15926097&from=search,辽宁省,,
15843285,2022-08-27 11:43:00,辽宁省大连市委书记胡玉亭,华润燃气无人上门换表通气,建言,已办理,http://liuyan.people.com.cn/threads/content?tid=15843285&from=search,辽宁省,大连市,
15812082,2022-08-24 04:06:00,辽宁省大连市委书记胡玉亭,华润以天然气置换为由停百姓日常用火一个月,建言,已办理,http://liuyan.people.com.cn/threads/content?tid=15812082&from=search,辽宁省,大连市,
15791328,2022-08-22 02:16:00,辽宁省大连市委书记胡玉亭,燃气停供快20天了,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=15791328&from=search,辽宁省,大连市,
15763627,2022-08-18 21:08:00,辽宁省沈阳市市长吕志成,沈阳沈河区东陵路10号巷马路中间大量汽车长期,建言,已办理,http://liuyan.people.com.cn/threads/content?tid=15763627&from=search,辽宁省,沈阳市,
15757494,2022-08-18 03:04:00,辽宁省大连市中山区委书记,宏爱巷燃气停供半个月无人维修,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=15757494&from=search,辽宁省,大连市,中山区
15756820,2022-08-18 01:56:00,辽宁省大连市委书记胡玉亭,华润燃气管理混乱，且无视居民的财产安全,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=15756820&from=search,辽宁省,大连市,
15747987,2022-08-17 03:42:00,辽宁省大连市市长陈绍旺,华润燃气出尔反尔，太霸道太无理,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=15747987&from=search,辽宁省,大连市,
15671460,2022-08-08 11:02:00,辽宁省省长李乐成,大连市华润集团违法给306户居民断气,,建言 已办理,http://liuyan.people.com.cn/threads/content?tid=15671460&from=search,辽宁省,,
